name,price,price_per_unit,category
Vino blanco D.O Rueda Abadía Mantrús Sauvignon Blanc,3.40,N/A,Bodega > Vino blanco
Vino blanco verdejo D.O Rueda Condado de Teón,3.90,N/A,Bodega > Vino blanco
Vino blanco suave y afrutado El Pescaito,2.15,N/A,Bodega > Vino blanco
Vino blanco semidulce Diamante D.O Rioja,4.20,N/A,Bodega > Vino blanco
Vino blanco afrutado El Mandamás The Guv'Nor,2.45,N/A,Bodega > Vino blanco
Vino blanco afrutado y fresco Riesling Alise,3.50,N/A,Bodega > Vino blanco
Vino blanco semidulce Finca La Distinguida,2.15,N/A,Bodega > Vino blanco
Mistela dulce de moscatel Mig Segle D.O Valencia,3.60,N/A,Bodega > Vino blanco
Mistela de moscatel Mig Segle D.O Valencia,3.60,N/A,Bodega > Vino blanco
Mosto tinto Casón Histórico,2.00,N/A,Bodega > Vino blanco
Bebida refrescante aromatizada tinto sin alcohol light Castillo de Salobreña,1.60,N/A,Bodega > Vino blanco
Lambrusco dell'Emilia rosado espumoso Piccolo Giovanni,1.90,N/A,Bodega > Vino lambrusco y espumoso
Vino tinto dulce de aguja Sangue di Giuda Cueva peccato frizzante,3.90,N/A,Bodega > Vino lambrusco y espumoso
Vino blanco espumoso verdejo DulZ.Ze frizzante,2.70,N/A,Bodega > Vino lambrusco y espumoso
Vino blanco de aguja espumoso Blanc Pescador,4.35,N/A,Bodega > Vino lambrusco y espumoso
Vino blanco dulce Moscato espumoso Cueva Peccato,3.50,N/A,Bodega > Vino lambrusco y espumoso
Vino rosado Alicia en el país de las uvas suave y goloso,2.25,N/A,Bodega > Vino rosado
Vino rosado D.O Navarra Hypatia,2.10,N/A,Bodega > Vino rosado
Vino rosado D.O La Mancha Fidencio,1.55,N/A,Bodega > Vino rosado
Vino rosado Dominio de Borgia,2.55,N/A,Bodega > Vino rosado
Vino rosado D.O Rioja Arteso Clarete,3.25,N/A,Bodega > Vino rosado
Vino rosado D.O Cigales ValdeSalud,2.70,N/A,Bodega > Vino rosado
Vino tinto Casón Histórico,1.00,N/A,Bodega > Vino tinto
Vino tinto Don Simón,1.60,N/A,Bodega > Vino tinto
Vino tinto tempranillo Elegido,2.20,N/A,Bodega > Vino tinto
Vino tinto Dominio de Borgia,2.70,N/A,Bodega > Vino tinto
Vino tinto Masía de Altigón,5.60,N/A,Bodega > Vino tinto
Vino tinto D.O Rioja El Coto crianza,6.35,N/A,Bodega > Vino tinto
Vino tinto D.O Rioja Comportillo cosecha,2.30,N/A,Bodega > Vino tinto
Vino tinto D.O Rioja Cune crianza,6.95,N/A,Bodega > Vino tinto
Vino tinto D.O Rioja Comportillo crianza,3.00,N/A,Bodega > Vino tinto
Vino tinto D.O Rioja Comportillo reserva,4.20,N/A,Bodega > Vino tinto
Vino tinto D.O Rioja Coto de Imaz reserva,8.65,N/A,Bodega > Vino tinto
Vino tinto D.O La Mancha Fidencio,1.30,N/A,Bodega > Vino tinto
Vino tinto D.O Valdepeñas Viña Albali crianza,2.70,N/A,Bodega > Vino tinto
Vino tinto D.O Valdepeñas Pata Negra reserva,2.75,N/A,Bodega > Vino tinto
Vino tinto D.O Valdepeñas Viña Albali reserva,3.35,N/A,Bodega > Vino tinto
Vino tinto D.O Valdepeñas Señorío de los Llanos crianza,1.95,N/A,Bodega > Vino tinto
Vino tinto D.O La Mancha Fidencio crianza,1.70,N/A,Bodega > Vino tinto
Vino tinto D.O Almansa Adelle,3.65,N/A,Bodega > Vino tinto
Vino tinto D.O Ribera del Duero Abadía Mantrús crianza,4.50,N/A,Bodega > Vino tinto
Vino tinto D.O Ribera del Duero Abadía Mantrús reserva,6.00,N/A,Bodega > Vino tinto
Vino tinto D.O Campo de Borja Borsao barrica,2.25,N/A,Bodega > Vino tinto
Vino tinto dulce de aguja Sangue di Giuda Cueva peccato frizzante,3.90,N/A,Bodega > Vino tinto
Vino tinto tempranillo El Mandamás The Guv'Nor,2.85,N/A,Bodega > Vino tinto
Vino tinto sin sulfitos añadidos Davida D.O. Navarra,3.90,N/A,Bodega > Vino tinto
Vino tinto Merlot Mar de Uvas,2.25,N/A,Bodega > Vino tinto
Vino tinto Syrah Mar de Uvas,2.25,N/A,Bodega > Vino tinto
Vino tinto D.O Somontano Llanto de uva reserva,4.55,N/A,Bodega > Vino tinto
Vino tinto Caperucita tinta Torre Oria suave,1.85,N/A,Bodega > Vino tinto
Vino tinto Bobal Para Pecar,2.90,N/A,Bodega > Vino tinto
Vino tinto D.O Utiel-Requena Torre Oria reserva,2.95,N/A,Bodega > Vino tinto
Vino tinto D.O Utiel-Requena Torre Oria crianza,2.00,N/A,Bodega > Vino tinto
Vino Tinto D.O Almansa Adelle crianza,3.90,N/A,Bodega > Vino tinto
Vino tinto D.O Jumilla Llanto de uva Monastrell roble,3.00,N/A,Bodega > Vino tinto
Vino tinto D.O Jumilla Llanto de uva Monastrell,4.85,N/A,Bodega > Vino tinto
Cacao soluble instantáneo Nesquik,5.85,N/A,Cacao café e infusiones > Cacao soluble y chocolate a la taza
Cacao soluble instantáneo Nesquik,3.95,N/A,Cacao café e infusiones > Cacao soluble y chocolate a la taza
Cacao soluble cero ColaCao,4.39,N/A,Cacao café e infusiones > Cacao soluble y chocolate a la taza
Cacao soluble ColaCao original,6.99,N/A,Cacao café e infusiones > Cacao soluble y chocolate a la taza
Cacao soluble ColaCao original,4.39,N/A,Cacao café e infusiones > Cacao soluble y chocolate a la taza
Cacao soluble instantáneo Hacendado,2.70,N/A,Cacao café e infusiones > Cacao soluble y chocolate a la taza
Cacao soluble Hacendado,4.20,N/A,Cacao café e infusiones > Cacao soluble y chocolate a la taza
Cacao soluble Hacendado,2.60,N/A,Cacao café e infusiones > Cacao soluble y chocolate a la taza
Cacao soluble ColaCao original,15.49,N/A,Cacao café e infusiones > Cacao soluble y chocolate a la taza
Cacao soluble 0% azúcares añadidos Hacendado,4.05,N/A,Cacao café e infusiones > Cacao soluble y chocolate a la taza
Cacao soluble instantáneo Nesquik,16.39,N/A,Cacao café e infusiones > Cacao soluble y chocolate a la taza
Cacao soluble en sobres Hacendado,1.40,N/A,Cacao café e infusiones > Cacao soluble y chocolate a la taza
Cacao soluble instantáneo Hacendado,4.05,N/A,Cacao café e infusiones > Cacao soluble y chocolate a la taza
Cacao puro en polvo La Chocolatera,4.15,N/A,Cacao café e infusiones > Cacao soluble y chocolate a la taza
Chocolate líquido a la taza Hacendado,2.35,N/A,Cacao café e infusiones > Cacao soluble y chocolate a la taza
Cacao en polvo a la taza Hacendado,1.70,N/A,Cacao café e infusiones > Cacao soluble y chocolate a la taza
Café en cápsula extra fuerte Hacendado,3.90,N/A,Cacao café e infusiones > Café cápsula y monodosis
Café en cápsula descafeinado Hacendado,3.95,N/A,Cacao café e infusiones > Café cápsula y monodosis
Café en cápsula Colombia Hacendado,3.90,N/A,Cacao café e infusiones > Café cápsula y monodosis
Café en cápsula espresso Hacendado,3.90,N/A,Cacao café e infusiones > Café cápsula y monodosis
Café en cápsula ristretto Hacendado,3.90,N/A,Cacao café e infusiones > Café cápsula y monodosis
Café en cápsulas doble espresso Hacendado,3.90,N/A,Cacao café e infusiones > Café cápsula y monodosis
Café en cápsula descafeinado espresso Hacendado,3.95,N/A,Cacao café e infusiones > Café cápsula y monodosis
Café en cápsula espresso intenso Dolce Gusto,5.20,N/A,Cacao café e infusiones > Café cápsula y monodosis
Café en cápsula extra forte Hacendado,3.55,N/A,Cacao café e infusiones > Café cápsula y monodosis
Café en cápsula forte Hacendado,3.55,N/A,Cacao café e infusiones > Café cápsula y monodosis
Café en cápsula classic Hacendado,3.55,N/A,Cacao café e infusiones > Café cápsula y monodosis
Café en cápsula descafeinado espresso intenso Dolce Gusto,5.20,N/A,Cacao café e infusiones > Café cápsula y monodosis
Café con leche en cápsula Dolce Gusto,5.20,N/A,Cacao café e infusiones > Café cápsula y monodosis
Café con leche en cápsula Hacendado,3.55,N/A,Cacao café e infusiones > Café cápsula y monodosis
Café en cápsula ristretto napoli Dolce Gusto,5.20,N/A,Cacao café e infusiones > Café cápsula y monodosis
Café en cápsula cortado Dolce Gusto,5.20,N/A,Cacao café e infusiones > Café cápsula y monodosis
Café en cápsula descafeinado Hacendado,3.55,N/A,Cacao café e infusiones > Café cápsula y monodosis
Café cortado en cápsula Hacendado,3.55,N/A,Cacao café e infusiones > Café cápsula y monodosis
Café con leche en cápsula descafeinado Hacendado,3.55,N/A,Cacao café e infusiones > Café cápsula y monodosis
Cortado en cápsula descafeinado Hacendado,3.55,N/A,Cacao café e infusiones > Café cápsula y monodosis
Café en cápsula doble espresso Hacendado,3.55,N/A,Cacao café e infusiones > Café cápsula y monodosis
Café en cápsula cappuccino Hacendado,3.55,N/A,Cacao café e infusiones > Café cápsula y monodosis
Café en cápsula espresso Tassimo,5.39,N/A,Cacao café e infusiones > Café cápsula y monodosis
Café en cápsula largo Tassimo,5.39,N/A,Cacao café e infusiones > Café cápsula y monodosis
Café en cápsula cortado Tassimo,5.39,N/A,Cacao café e infusiones > Café cápsula y monodosis
Café en cápsula descafeinado Tassimo,5.39,N/A,Cacao café e infusiones > Café cápsula y monodosis
Café con leche en cápsula Tassimo,5.39,N/A,Cacao café e infusiones > Café cápsula y monodosis
Café monodosis natural Hacendado,3.00,N/A,Cacao café e infusiones > Café cápsula y monodosis
Café monodosis mezcla Hacendado,3.40,N/A,Cacao café e infusiones > Café cápsula y monodosis
Café monodosis descafeinado natural Hacendado,3.30,N/A,Cacao café e infusiones > Café cápsula y monodosis
Café molido natural Hacendado,5.40,N/A,Cacao café e infusiones > Café molido y en grano
Café molido natural Hacendado,2.75,N/A,Cacao café e infusiones > Café molido y en grano
Café molido mezcla fuerte Hacendado,5.60,N/A,Cacao café e infusiones > Café molido y en grano
Café molido mezcla fuerte Hacendado,2.85,N/A,Cacao café e infusiones > Café molido y en grano
Café molido natural fuerte Hacendado,5.40,N/A,Cacao café e infusiones > Café molido y en grano
Café molido natural fuerte Hacendado,2.75,N/A,Cacao café e infusiones > Café molido y en grano
Café molido descafeinado natural Hacendado,5.60,N/A,Cacao café e infusiones > Café molido y en grano
Café molido descafeinado natural Hacendado,2.85,N/A,Cacao café e infusiones > Café molido y en grano
Café molido descafeinado mezcla Hacendado,5.60,N/A,Cacao café e infusiones > Café molido y en grano
Café molido descafeinado mezcla Hacendado,2.95,N/A,Cacao café e infusiones > Café molido y en grano
Café molido natural Hacendado Espresso,3.60,N/A,Cacao café e infusiones > Café molido y en grano
Café molido mezcla Hacendado Espresso,3.60,N/A,Cacao café e infusiones > Café molido y en grano
Café molido Colombia Hacendado,3.60,N/A,Cacao café e infusiones > Café molido y en grano
Café molido descafeinado Hacendado Espresso,3.80,N/A,Cacao café e infusiones > Café molido y en grano
Café molido mezcla Marcilla crème express,4.95,N/A,Cacao café e infusiones > Café molido y en grano
Café molido mezcla Marcilla gran aroma,4.80,N/A,Cacao café e infusiones > Café molido y en grano
Café molido natural Jurado,2.95,N/A,Cacao café e infusiones > Café molido y en grano
Café en grano natural Hacendado,11.50,N/A,Cacao café e infusiones > Café molido y en grano
Café en grano Hacendado descafeinado natural,13.00,N/A,Cacao café e infusiones > Café molido y en grano
Café en grano extra fuerte Hacendado,11.50,N/A,Cacao café e infusiones > Café molido y en grano
Café soluble Classic Hacendado,4.70,N/A,Cacao café e infusiones > Café soluble y otras bebidas
Café soluble Classic Hacendado,2.95,N/A,Cacao café e infusiones > Café soluble y otras bebidas
Café soluble Classic Hacendado en sobres,1.10,N/A,Cacao café e infusiones > Café soluble y otras bebidas
Café soluble natural Nescafé classic,6.95,N/A,Cacao café e infusiones > Café soluble y otras bebidas
Café soluble natural Nescafé classic,4.95,N/A,Cacao café e infusiones > Café soluble y otras bebidas
Café soluble descafeinado Hacendado,4.95,N/A,Cacao café e infusiones > Café soluble y otras bebidas
Café soluble descafeinado Hacendado,3.15,N/A,Cacao café e infusiones > Café soluble y otras bebidas
Café soluble en sobres descafeinado Hacendado,1.20,N/A,Cacao café e infusiones > Café soluble y otras bebidas
Café soluble descafeinado Nescafé classic,6.95,N/A,Cacao café e infusiones > Café soluble y otras bebidas
Café soluble descafeinado Nescafé classic,4.95,N/A,Cacao café e infusiones > Café soluble y otras bebidas
Café soluble Espresso Creme Hacendado,2.90,N/A,Cacao café e infusiones > Café soluble y otras bebidas
Café soluble cappuccino Hacendado,2.75,N/A,Cacao café e infusiones > Café soluble y otras bebidas
Café soluble cappuccino caramelo Hacendado,3.00,N/A,Cacao café e infusiones > Café soluble y otras bebidas
Café soluble Selection Hacendado,3.90,N/A,Cacao café e infusiones > Café soluble y otras bebidas
Café con leche cappuccino Hacendado,0.85,N/A,Cacao café e infusiones > Café soluble y otras bebidas
Café con leche light sin lactosa Hacendado,0.85,N/A,Cacao café e infusiones > Café soluble y otras bebidas
Café con leche espresso Hacendado,0.85,N/A,Cacao café e infusiones > Café soluble y otras bebidas
Café con leche descafeinado Hacendado,0.85,N/A,Cacao café e infusiones > Café soluble y otras bebidas
Crema de leche para café Campina,1.40,N/A,Cacao café e infusiones > Café soluble y otras bebidas
Cereales solubles con achicoria Hacendado,2.15,N/A,Cacao café e infusiones > Café soluble y otras bebidas
Filtros de café para cafeteras tamaño 2 y 4 Bosque Verde,2.20,N/A,Cacao café e infusiones > Café soluble y otras bebidas
Té verde Hacendado,0.75,N/A,Cacao café e infusiones > Té e infusiones
Té rojo Hacendado,1.15,N/A,Cacao café e infusiones > Té e infusiones
Té Chai Hacendado,1.40,N/A,Cacao café e infusiones > Té e infusiones
Té negro PG tips,2.60,N/A,Cacao café e infusiones > Té e infusiones
Té negro con canela Hacendado,1.40,N/A,Cacao café e infusiones > Té e infusiones
Té Matcha en polvo Hacendado,3.20,N/A,Cacao café e infusiones > Té e infusiones
Té negro Hacendado,0.85,N/A,Cacao café e infusiones > Té e infusiones
Té verde con hierbabuena Hacendado,1.35,N/A,Cacao café e infusiones > Té e infusiones
Infusión Manzanilla Hacendado,0.55,N/A,Cacao café e infusiones > Té e infusiones
Infusión Menta Poleo Hacendado,0.70,N/A,Cacao café e infusiones > Té e infusiones
Infusión Tila Hacendado,0.85,N/A,Cacao café e infusiones > Té e infusiones
Infusión Cola de caballo Hacendado,1.20,N/A,Cacao café e infusiones > Té e infusiones
Infusión Manzanilla con anís Hacendado,0.85,N/A,Cacao café e infusiones > Té e infusiones
Infusión Relax Hacendado,1.05,N/A,Cacao café e infusiones > Té e infusiones
Infusión Laxsen sabor menta Hacendado,1.05,N/A,Cacao café e infusiones > Té e infusiones
Infusión Tomillo Hacendado,1.05,N/A,Cacao café e infusiones > Té e infusiones
Infusión Dormir Hacendado,1.05,N/A,Cacao café e infusiones > Té e infusiones
Infusión Rooibos cítricos Hacendado,1.15,N/A,Cacao café e infusiones > Té e infusiones
Infusión Digest Hacendado,1.05,N/A,Cacao café e infusiones > Té e infusiones
Infusión frutos rojos Hacendado,1.40,N/A,Cacao café e infusiones > Té e infusiones
Infusión Jengibre Hacendado,1.35,N/A,Cacao café e infusiones > Té e infusiones
Infusión Manzanilla sabor a miel Hacendado,1.15,N/A,Cacao café e infusiones > Té e infusiones
Infusión Cúrcuma Hacendado con manzana y canela,1.35,N/A,Cacao café e infusiones > Té e infusiones
Infusión quema grasas Hacendado,1.05,N/A,Cacao café e infusiones > Té e infusiones
Infusión Hinojo Hacendado,1.05,N/A,Cacao café e infusiones > Té e infusiones
Infusión manzana y canela Hacendado,1.40,N/A,Cacao café e infusiones > Té e infusiones
Infusión Yerba Mate Amanda,2.85,N/A,Cacao café e infusiones > Té e infusiones
Infusión fría Hacendado con sabor a piña y coco,1.45,N/A,Cacao café e infusiones > Té e infusiones
"Arreglo para puchero vacuno, cerdo y pollo",5.90,N/A,Carne > Arreglos
Pelotas de cerdo para cocido,2.95,N/A,Carne > Arreglos
Hueso vacuno,1.35,N/A,Carne > Arreglos
Trozo de vacuno para cocido,4.32,N/A,Carne > Arreglos
Compango,2.60,N/A,Carne > Arreglos
Hueso garrón,1.16,N/A,Carne > Arreglos
Osobuco de cerdo,1.23,N/A,Carne > Arreglos
Espinazo de cerdo,1.80,N/A,Carne > Arreglos
Cuarto de gallina,3.09,N/A,Carne > Arreglos
Manos de cerdo,3.25,N/A,Carne > Arreglos
Tocino de cerdo,1.29,N/A,Carne > Arreglos
Chorizo asturiano,2.80,N/A,Carne > Arreglos
Hueso blanco de cerdo salado,1.75,N/A,Carne > Arreglos
Rabo de cerdo,1.75,N/A,Carne > Arreglos
Filetes pechuga de pavo,5.69,N/A,Carne > Aves y pollo
Filetes pechuga de pavo corte fino,5.13,N/A,Carne > Aves y pollo
Chuletas de pavo contramuslo,4.72,N/A,Carne > Aves y pollo
Tacos de pavo,4.94,N/A,Carne > Aves y pollo
Solomillo de pavo,4.80,N/A,Carne > Aves y pollo
Filetes de pavo contramuslo,4.98,N/A,Carne > Aves y pollo
Foie gras de pato fresco,10.50,N/A,Carne > Aves y pollo
Codornices,4.20,N/A,Carne > Aves y pollo
Magret de pato,9.12,N/A,Carne > Aves y pollo
Filetes pechuga de pollo corte fino,4.05,N/A,Carne > Aves y pollo
Filetes pechuga de pollo,5.01,N/A,Carne > Aves y pollo
Contramuslos de pollo deshuesados y sin piel,3.69,N/A,Carne > Aves y pollo
Solomillos de pollo,3.20,N/A,Carne > Aves y pollo
Pechugas enteras familiar de pollo,7.44,N/A,Carne > Aves y pollo
Pechugas enteras de pollo,3.33,N/A,Carne > Aves y pollo
Cuartos traseros familiar de pollo,4.72,N/A,Carne > Aves y pollo
Cuartos traseros de pollo,2.52,N/A,Carne > Aves y pollo
"Brochetas de pollo, pimiento verde y tocino de cerdo con varilla",3.14,N/A,Carne > Aves y pollo
Muslos de pollo deshuesados con piel,2.78,N/A,Carne > Aves y pollo
Medio pollo troceado,3.60,N/A,Carne > Aves y pollo
Jamoncitos de pollo,3.50,N/A,Carne > Aves y pollo
Alas partidas de pollo,3.12,N/A,Carne > Aves y pollo
Alas partidas de pollo,6.38,N/A,Carne > Aves y pollo
Carcasa y espinazo de pollo,1.30,N/A,Carne > Aves y pollo
Filetes pechuga de pollo marinadas empanadas sin gluten,2.95,N/A,Carne > Aves y pollo
Filetes pechuga de pollo finas hierbas marinadas,5.01,N/A,Carne > Aves y pollo
Filetes pechuga de pollo certificado alimentado con un 50% de maíz,4.50,N/A,Carne > Aves y pollo
Flautas de pollo y queso,2.20,N/A,Carne > Aves y pollo
Pollo entero,6.17,N/A,Carne > Aves y pollo
Hígados y corazones de pollo,1.20,N/A,Carne > Aves y pollo
Cuartos traseros de pollo certificado alimentado con un 50% de maíz,4.14,N/A,Carne > Aves y pollo
Alas de pollo,4.36,N/A,Carne > Aves y pollo
Alas de pollo adobadas,3.60,N/A,Carne > Aves y pollo
Contramuslos de pollo sin piel,3.78,N/A,Carne > Aves y pollo
Carcasa de pollo certificado alimentado con un 50% de maíz,2.03,N/A,Carne > Aves y pollo
Jamoncitos de pollo certificado alimentado con un 50% de maíz,4.50,N/A,Carne > Aves y pollo
Pollo certificado entero alimentado con un 50% de maíz,8.19,N/A,Carne > Aves y pollo
Alas partidas de pollo certificado alimentado con un 50% de maíz,3.95,N/A,Carne > Aves y pollo
Mollejas de pollo,1.60,N/A,Carne > Aves y pollo
Sangre hervida de pollo,2.20,N/A,Carne > Aves y pollo
Patas de pollo,1.89,N/A,Carne > Aves y pollo
Filetes pechuga de pollo extra tiernos,4.23,N/A,Carne > Aves y pollo
Pinchos de pollo sin varilla adobados,4.05,N/A,Carne > Aves y pollo
Solomillos de pollo certificado alimentado con un 50% de maíz,4.24,N/A,Carne > Aves y pollo
Lagrimitas de pollo al limón empanadas sin gluten,2.86,N/A,Carne > Aves y pollo
Filetes solomillos de pollo marinados empanados sin gluten,3.95,N/A,Carne > Aves y pollo
Alas de pollo adobadas picantes,2.74,N/A,Carne > Aves y pollo
Pincho Mexicano de pollo con varilla,4.00,N/A,Carne > Aves y pollo
Pollo adobado y verduras,3.36,N/A,Carne > Aves y pollo
Contramuslos deshuesados y sin piel de pollo certificado alimentado con un 50% de maíz,4.68,N/A,Carne > Aves y pollo
Empanados de pollo picantes sin gluten,3.00,N/A,Carne > Aves y pollo
Medio pollo adobado,2.72,N/A,Carne > Aves y pollo
Jamoncitos de pollo congelados,3.30,N/A,Carne > Carne congelada
Alas de pollo congeladas,3.70,N/A,Carne > Carne congelada
Medallones preparado de solomillo cerdo congelados marinados,3.11,N/A,Carne > Carne congelada
Solomillo de pavo marinado congelado,2.87,N/A,Carne > Carne congelada
Cuartos traseros de pollo congelados,5.60,N/A,Carne > Carne congelada
Solomillo de cerdo marinado congelado,6.24,N/A,Carne > Carne congelada
Jamoncitos de pavo duplo congelados,2.91,N/A,Carne > Carne congelada
Chuletas de cordero palo o riñonada congeladas,10.77,N/A,Carne > Carne congelada
Pierna de lechal entera congelada,9.69,N/A,Carne > Carne congelada
Chuletas cordero de lechal congeladas,13.75,N/A,Carne > Carne congelada
Carrillada de cerdo congelada,5.75,N/A,Carne > Carne congelada
Carrillada de vacuno congelado,9.30,N/A,Carne > Carne congelada
Pechugas de pollo enteras congeladas,7.26,N/A,Carne > Carne congelada
Alas de pollo barbacoa congeladas,3.68,N/A,Carne > Carne congelada
Costilleja de cerdo congelada,4.59,N/A,Carne > Carne congelada
Costillas de cerdo carnosas a tacos,4.24,N/A,Carne > Cerdo
Filetes lomo de cerdo,2.80,N/A,Carne > Cerdo
Filetes lomo de cerdo familiar,6.21,N/A,Carne > Cerdo
Carrillada de cerdo,6.55,N/A,Carne > Cerdo
Costilla de cerdo ibérico adobada,3.43,N/A,Carne > Cerdo
Chuletas de cerdo sajonia,2.73,N/A,Carne > Cerdo
Costilla de cerdo churrasco,5.40,N/A,Carne > Cerdo
Panceta de cerdo,3.50,N/A,Carne > Cerdo
Manos de cerdo,3.25,N/A,Carne > Cerdo
Cerdo a tacos,3.22,N/A,Carne > Cerdo
Filetes lomo de cerdo adobado,3.29,N/A,Carne > Cerdo
Filetes lomo de cerdo adobado familiar,6.08,N/A,Carne > Cerdo
San Jacobos de cerdo sin gluten,2.52,N/A,Carne > Cerdo
Filetes lomo de cerdo cabeza,3.69,N/A,Carne > Cerdo
Flautas de bacón y queso,2.20,N/A,Carne > Cerdo
Secreto de cerdo,2.60,N/A,Carne > Cerdo
Media careta de cerdo sin oreja,2.60,N/A,Carne > Cerdo
Manteca de cerdo Mont-Palau para cocinar,2.95,N/A,Carne > Cerdo
Fiambre de magro de cerdo adobado,2.80,N/A,Carne > Cerdo
Filetes hígado de cerdo,2.52,N/A,Carne > Cerdo
Filetes lomo de cerdo grueso,2.40,N/A,Carne > Cerdo
Figatells de cerdo,3.84,N/A,Carne > Cerdo
Presa de cerdo ibérico,6.48,N/A,Carne > Cerdo
Filetes lomo de cerdo ibérico adobado,4.82,N/A,Carne > Cerdo
Pluma de cerdo ibérico,6.67,N/A,Carne > Cerdo
Secreto de cerdo ibérico,6.25,N/A,Carne > Cerdo
Medallones preparado de solomillo cerdo provenzal,4.36,N/A,Carne > Cerdo
Pinchos de cerdo sin varilla,4.13,N/A,Carne > Cerdo
Chuletas lomo de cerdo,3.10,N/A,Carne > Cerdo
Chuletas aguja de cerdo,3.64,N/A,Carne > Cerdo
Filetes lomo de cerdo ibérico,6.26,N/A,Carne > Cerdo
Solomillo de cerdo,4.10,N/A,Carne > Cerdo
Panceta fina sin corteza,3.90,N/A,Carne > Cerdo
Codillo de cerdo,4.75,N/A,Carne > Cerdo
Panceta adobada torrezno,4.20,N/A,Carne > Cerdo
Filetes lomo de cerdo extra tiernos,3.49,N/A,Carne > Cerdo
Lomo de cerdo trozo,5.72,N/A,Carne > Cerdo
Pieza cabeza lomo de cerdo,6.48,N/A,Carne > Cerdo
Solomillo de cerdo ibérico,9.33,N/A,Carne > Cerdo
Medio conejo troceado,5.40,N/A,Carne > Conejo y cordero
Conejo entero,10.73,N/A,Carne > Conejo y cordero
Chuletas de cordero palo y riñonada,14.50,N/A,Carne > Conejo y cordero
Filetes hígado de cordero,2.42,N/A,Carne > Conejo y cordero
Garretas brazuelo de cordero,10.17,N/A,Carne > Conejo y cordero
Cordero chuleteado,18.60,N/A,Carne > Conejo y cordero
Burger de cordero al romero,3.70,N/A,Carne > Conejo y cordero
Longaniza magro fresca,3.37,N/A,Carne > Embutido
Longaniza fresca sin tripa,3.30,N/A,Carne > Embutido
Longaniza fresca de pollo,4.13,N/A,Carne > Embutido
Morcilla de cebolla oreada,1.90,N/A,Carne > Embutido
Morcilla de cebolla,2.34,N/A,Carne > Embutido
Chorizo oreado,2.57,N/A,Carne > Embutido
Chistorra,1.55,N/A,Carne > Embutido
Longaniza roja fresca,2.03,N/A,Carne > Embutido
Longaniza fresca estilo criollo,3.34,N/A,Carne > Embutido
Butifarra fresca,3.78,N/A,Carne > Embutido
Morcilla de arroz y cebolla,1.63,N/A,Carne > Embutido
Embutido blanco,2.55,N/A,Carne > Embutido
Chorizo aperitivo,2.59,N/A,Carne > Embutido
Chorizo picante aperitivo,2.60,N/A,Carne > Embutido
Burger de cerdo,2.90,N/A,Carne > Hamburguesas y picadas
Burger de vacuno y cerdo,4.50,N/A,Carne > Hamburguesas y picadas
Burger de vacuno,5.90,N/A,Carne > Hamburguesas y picadas
Burger de pollo,3.80,N/A,Carne > Hamburguesas y picadas
Burger de pollo gruesa,3.20,N/A,Carne > Hamburguesas y picadas
Burger de vacuno gruesas,4.80,N/A,Carne > Hamburguesas y picadas
Burger de vacuno y cerdo con jamón y cebolla caramelizada,2.80,N/A,Carne > Hamburguesas y picadas
Burger de pavo y espinacas,2.20,N/A,Carne > Hamburguesas y picadas
Mini burgers de pollo,2.70,N/A,Carne > Hamburguesas y picadas
Mini burgers de vacuno y cerdo,3.10,N/A,Carne > Hamburguesas y picadas
Burger americana gruesas,3.10,N/A,Carne > Hamburguesas y picadas
Burger Crunchy Chicken,1.90,N/A,Carne > Hamburguesas y picadas
Hamburguesa de lomo de vacuno,4.30,N/A,Carne > Hamburguesas y picadas
Burger de vaca madurada,3.10,N/A,Carne > Hamburguesas y picadas
Burger de cordero al romero,3.70,N/A,Carne > Hamburguesas y picadas
Preparado de carne picada vacuno y cerdo,4.30,N/A,Carne > Hamburguesas y picadas
Preparado de carne picada vacuno y cerdo,8.40,N/A,Carne > Hamburguesas y picadas
Preparado de carne picada cerdo,2.75,N/A,Carne > Hamburguesas y picadas
Preparado de carne picada vacuno,5.30,N/A,Carne > Hamburguesas y picadas
Preparado de carne picada vacuno,10.40,N/A,Carne > Hamburguesas y picadas
Albóndigas de cerdo,4.55,N/A,Carne > Hamburguesas y picadas
Albóndigas de pollo,5.80,N/A,Carne > Hamburguesas y picadas
Preparado de carne picada vacuno,5.35,N/A,Carne > Hamburguesas y picadas
Preparado de carne picada pollo,3.55,N/A,Carne > Hamburguesas y picadas
Filetes de vacuno 1º B añojo para plancha o guisar,8.50,N/A,Carne > Vacuno
Tacos de vacuno añojo para guisar,9.00,N/A,Carne > Vacuno
Filetes lomo de vacuno añojo para plancha,10.50,N/A,Carne > Vacuno
Solomillo de vacuno añojo para plancha,11.85,N/A,Carne > Vacuno
Carpaccio de vacuno,4.10,N/A,Carne > Vacuno
Filetes de vacuno añojo para plancha,8.75,N/A,Carne > Vacuno
Entrecot de vacuno añojo fino para barbacoa o plancha,12.25,N/A,Carne > Vacuno
Entrecot de vacuno añojo grueso para barbacoa o plancha,9.31,N/A,Carne > Vacuno
Filetes hígado de vacuno,5.82,N/A,Carne > Vacuno
Filetes de vacuno marinado extra tiernos,8.50,N/A,Carne > Vacuno
Steak Tartar de vacuno marinado,5.70,N/A,Carne > Vacuno
Nuggets de pollo Hacendado ultracongelados,2.70,N/A,Carne > Empanados y elaborados
